Name	Value	Time
txExpired-total	0	2019-10-20T13:43:41.366Z
queueLength-average	0	2019-10-20T13:43:41.366Z
queueLength-value	0	2019-10-20T13:43:41.366Z
serverLoad-average	0	2019-10-20T13:43:41.366Z
serverLoad-value	0	2019-10-20T13:43:41.366Z
txTimeInQueue-average	0	2019-10-20T13:43:41.366Z
txInjected-average	0	2019-10-20T13:43:42.366Z
txInjected-total	0	2019-10-20T13:43:42.366Z
txApplied-average	0	2019-10-20T13:43:42.366Z
txApplied-total	0	2019-10-20T13:43:42.366Z
txRejected-average	0	2019-10-20T13:43:42.366Z
txRejected-total	0	2019-10-20T13:43:42.366Z
txExpired-average	0	2019-10-20T13:43:42.366Z
txExpired-total	0	2019-10-20T13:43:42.366Z
queueLength-average	0	2019-10-20T13:43:42.366Z
queueLength-value	0	2019-10-20T13:43:42.366Z
serverLoad-average	0	2019-10-20T13:43:42.366Z
serverLoad-value	0	2019-10-20T13:43:42.366Z
txTimeInQueue-average	0	2019-10-20T13:43:42.366Z
txInjected-average	0	2019-10-20T13:43:43.366Z
txInjected-total	0	2019-10-20T13:43:43.366Z
txApplied-average	0	2019-10-20T13:43:43.366Z
txApplied-total	0	2019-10-20T13:43:43.366Z
txRejected-average	0	2019-10-20T13:43:43.366Z
txRejected-total	0	2019-10-20T13:43:43.366Z
txExpired-average	0	2019-10-20T13:43:43.366Z
txExpired-total	0	2019-10-20T13:43:43.366Z
queueLength-average	0	2019-10-20T13:43:43.366Z
queueLength-value	0	2019-10-20T13:43:43.366Z
serverLoad-average	0	2019-10-20T13:43:43.366Z
serverLoad-value	0	2019-10-20T13:43:43.366Z
txTimeInQueue-average	0	2019-10-20T13:43:43.366Z
txInjected-average	0	2019-10-20T13:43:44.367Z
txInjected-total	0	2019-10-20T13:43:44.367Z
txApplied-average	0	2019-10-20T13:43:44.367Z
txApplied-total	0	2019-10-20T13:43:44.367Z
txRejected-average	0	2019-10-20T13:43:44.367Z
txRejected-total	0	2019-10-20T13:43:44.367Z
txExpired-average	0	2019-10-20T13:43:44.367Z
txExpired-total	0	2019-10-20T13:43:44.367Z
queueLength-average	0	2019-10-20T13:43:44.367Z
queueLength-value	0	2019-10-20T13:43:44.367Z
serverLoad-average	0	2019-10-20T13:43:44.367Z
serverLoad-value	0	2019-10-20T13:43:44.367Z
txTimeInQueue-average	0	2019-10-20T13:43:44.367Z
txInjected-average	0	2019-10-20T13:43:45.367Z
txInjected-total	0	2019-10-20T13:43:45.367Z
txApplied-average	0	2019-10-20T13:43:45.367Z
txApplied-total	0	2019-10-20T13:43:45.367Z
txRejected-average	0	2019-10-20T13:43:45.367Z
txRejected-total	0	2019-10-20T13:43:45.367Z
txExpired-average	0	2019-10-20T13:43:45.367Z
txExpired-total	0	2019-10-20T13:43:45.367Z
queueLength-average	0	2019-10-20T13:43:45.367Z
queueLength-value	0	2019-10-20T13:43:45.367Z
serverLoad-average	0	2019-10-20T13:43:45.367Z
serverLoad-value	0	2019-10-20T13:43:45.367Z
txTimeInQueue-average	0	2019-10-20T13:43:45.367Z
txInjected-average	0	2019-10-20T13:43:46.368Z
txInjected-total	0	2019-10-20T13:43:46.368Z
txApplied-average	0	2019-10-20T13:43:46.368Z
txApplied-total	0	2019-10-20T13:43:46.368Z
txRejected-average	0	2019-10-20T13:43:46.368Z
txRejected-total	0	2019-10-20T13:43:46.368Z
txExpired-average	0	2019-10-20T13:43:46.368Z
txExpired-total	0	2019-10-20T13:43:46.368Z
queueLength-average	0	2019-10-20T13:43:46.368Z
queueLength-value	0	2019-10-20T13:43:46.368Z
serverLoad-average	0	2019-10-20T13:43:46.368Z
serverLoad-value	0	2019-10-20T13:43:46.368Z
txTimeInQueue-average	0	2019-10-20T13:43:46.368Z
txInjected-average	0	2019-10-20T13:43:47.369Z
txInjected-total	0	2019-10-20T13:43:47.369Z
txApplied-average	0	2019-10-20T13:43:47.369Z
txApplied-total	0	2019-10-20T13:43:47.369Z
txRejected-average	0	2019-10-20T13:43:47.369Z
txRejected-total	0	2019-10-20T13:43:47.369Z
txExpired-average	0	2019-10-20T13:43:47.369Z
txExpired-total	0	2019-10-20T13:43:47.369Z
queueLength-average	0	2019-10-20T13:43:47.369Z
queueLength-value	0	2019-10-20T13:43:47.369Z
serverLoad-average	0	2019-10-20T13:43:47.369Z
serverLoad-value	0	2019-10-20T13:43:47.369Z
txTimeInQueue-average	0	2019-10-20T13:43:47.369Z
txInjected-average	0	2019-10-20T13:43:48.370Z
txInjected-total	0	2019-10-20T13:43:48.370Z
txApplied-average	0	2019-10-20T13:43:48.370Z
txApplied-total	0	2019-10-20T13:43:48.370Z
txRejected-average	0	2019-10-20T13:43:48.370Z
txRejected-total	0	2019-10-20T13:43:48.370Z
txExpired-average	0	2019-10-20T13:43:48.370Z
txExpired-total	0	2019-10-20T13:43:48.370Z
queueLength-average	0	2019-10-20T13:43:48.370Z
queueLength-value	0	2019-10-20T13:43:48.370Z
serverLoad-average	0	2019-10-20T13:43:48.370Z
serverLoad-value	0	2019-10-20T13:43:48.370Z
txTimeInQueue-average	0	2019-10-20T13:43:48.370Z
txInjected-average	0	2019-10-20T13:43:49.373Z
txInjected-total	0	2019-10-20T13:43:49.373Z
txApplied-average	0	2019-10-20T13:43:49.373Z
txApplied-total	0	2019-10-20T13:43:49.373Z
txRejected-average	0	2019-10-20T13:43:49.373Z
txRejected-total	0	2019-10-20T13:43:49.373Z
txExpired-average	0	2019-10-20T13:43:49.373Z
txExpired-total	0	2019-10-20T13:43:49.373Z
queueLength-average	0	2019-10-20T13:43:49.373Z
queueLength-value	0	2019-10-20T13:43:49.373Z
serverLoad-average	0	2019-10-20T13:43:49.373Z
serverLoad-value	0	2019-10-20T13:43:49.373Z
txTimeInQueue-average	0	2019-10-20T13:43:49.373Z
txInjected-average	0	2019-10-20T13:43:50.375Z
txInjected-total	0	2019-10-20T13:43:50.375Z
txApplied-average	0	2019-10-20T13:43:50.375Z
txApplied-total	0	2019-10-20T13:43:50.375Z
txRejected-average	0	2019-10-20T13:43:50.375Z
txRejected-total	0	2019-10-20T13:43:50.375Z
txExpired-average	0	2019-10-20T13:43:50.375Z
txExpired-total	0	2019-10-20T13:43:50.375Z
queueLength-average	0	2019-10-20T13:43:50.375Z
queueLength-value	0	2019-10-20T13:43:50.375Z
serverLoad-average	0	2019-10-20T13:43:50.375Z
serverLoad-value	0	2019-10-20T13:43:50.375Z
txTimeInQueue-average	0	2019-10-20T13:43:50.375Z
txInjected-average	0	2019-10-20T13:43:51.376Z
txInjected-total	0	2019-10-20T13:43:51.376Z
txApplied-average	0	2019-10-20T13:43:51.376Z
txApplied-total	0	2019-10-20T13:43:51.376Z
txRejected-average	0	2019-10-20T13:43:51.376Z
txRejected-total	0	2019-10-20T13:43:51.376Z
txExpired-average	0	2019-10-20T13:43:51.376Z
txExpired-total	0	2019-10-20T13:43:51.376Z
queueLength-average	0	2019-10-20T13:43:51.376Z
queueLength-value	0	2019-10-20T13:43:51.376Z
serverLoad-average	0	2019-10-20T13:43:51.376Z
serverLoad-value	0	2019-10-20T13:43:51.376Z
txTimeInQueue-average	0	2019-10-20T13:43:51.376Z
txInjected-average	0	2019-10-20T13:43:52.378Z
txInjected-total	0	2019-10-20T13:43:52.378Z
txApplied-average	0	2019-10-20T13:43:52.378Z
txApplied-total	0	2019-10-20T13:43:52.378Z
txRejected-average	0	2019-10-20T13:43:52.378Z
txRejected-total	0	2019-10-20T13:43:52.378Z
txExpired-average	0	2019-10-20T13:43:52.378Z
txExpired-total	0	2019-10-20T13:43:52.378Z
queueLength-average	0	2019-10-20T13:43:52.378Z
queueLength-value	0	2019-10-20T13:43:52.378Z
serverLoad-average	0	2019-10-20T13:43:52.378Z
serverLoad-value	0	2019-10-20T13:43:52.378Z
txTimeInQueue-average	0	2019-10-20T13:43:52.378Z
txInjected-average	0	2019-10-20T13:43:53.378Z
txInjected-total	0	2019-10-20T13:43:53.378Z
txApplied-average	0	2019-10-20T13:43:53.378Z
txApplied-total	0	2019-10-20T13:43:53.378Z
txRejected-average	0	2019-10-20T13:43:53.378Z
txRejected-total	0	2019-10-20T13:43:53.378Z
txExpired-average	0	2019-10-20T13:43:53.378Z
txExpired-total	0	2019-10-20T13:43:53.378Z
queueLength-average	0	2019-10-20T13:43:53.378Z
queueLength-value	0	2019-10-20T13:43:53.378Z
serverLoad-average	0	2019-10-20T13:43:53.378Z
serverLoad-value	0	2019-10-20T13:43:53.378Z
txTimeInQueue-average	0	2019-10-20T13:43:53.378Z
txInjected-average	0	2019-10-20T13:43:54.378Z
txInjected-total	0	2019-10-20T13:43:54.378Z
txApplied-average	0	2019-10-20T13:43:54.378Z
txApplied-total	0	2019-10-20T13:43:54.378Z
txRejected-average	0	2019-10-20T13:43:54.378Z
txRejected-total	0	2019-10-20T13:43:54.378Z
txExpired-average	0	2019-10-20T13:43:54.378Z
txExpired-total	0	2019-10-20T13:43:54.378Z
queueLength-average	0	2019-10-20T13:43:54.378Z
queueLength-value	0	2019-10-20T13:43:54.378Z
serverLoad-average	0	2019-10-20T13:43:54.378Z
serverLoad-value	0	2019-10-20T13:43:54.378Z
txTimeInQueue-average	0	2019-10-20T13:43:54.378Z
txInjected-average	0	2019-10-20T13:43:55.381Z
txInjected-total	0	2019-10-20T13:43:55.381Z
txApplied-average	0	2019-10-20T13:43:55.381Z
txApplied-total	0	2019-10-20T13:43:55.381Z
txRejected-average	0	2019-10-20T13:43:55.381Z
txRejected-total	0	2019-10-20T13:43:55.381Z
txExpired-average	0	2019-10-20T13:43:55.381Z
txExpired-total	0	2019-10-20T13:43:55.381Z
queueLength-average	0	2019-10-20T13:43:55.381Z
queueLength-value	0	2019-10-20T13:43:55.381Z
serverLoad-average	0	2019-10-20T13:43:55.381Z
serverLoad-value	0	2019-10-20T13:43:55.381Z
txTimeInQueue-average	0	2019-10-20T13:43:55.381Z
txInjected-average	0	2019-10-20T13:43:56.381Z
txInjected-total	0	2019-10-20T13:43:56.381Z
txApplied-average	0	2019-10-20T13:43:56.381Z
txApplied-total	0	2019-10-20T13:43:56.381Z
txRejected-average	0	2019-10-20T13:43:56.381Z
txRejected-total	0	2019-10-20T13:43:56.381Z
txExpired-average	0	2019-10-20T13:43:56.381Z
txExpired-total	0	2019-10-20T13:43:56.381Z
queueLength-average	0	2019-10-20T13:43:56.381Z
queueLength-value	0	2019-10-20T13:43:56.381Z
serverLoad-average	0	2019-10-20T13:43:56.381Z
serverLoad-value	0	2019-10-20T13:43:56.381Z
txTimeInQueue-average	0	2019-10-20T13:43:56.381Z
txInjected-average	0	2019-10-20T13:43:57.385Z
txInjected-total	0	2019-10-20T13:43:57.385Z
txApplied-average	0	2019-10-20T13:43:57.385Z
txApplied-total	0	2019-10-20T13:43:57.385Z
txRejected-average	0	2019-10-20T13:43:57.385Z
txRejected-total	0	2019-10-20T13:43:57.385Z
txExpired-average	0	2019-10-20T13:43:57.385Z
txExpired-total	0	2019-10-20T13:43:57.385Z
queueLength-average	0	2019-10-20T13:43:57.385Z
queueLength-value	0	2019-10-20T13:43:57.385Z
serverLoad-average	0	2019-10-20T13:43:57.385Z
serverLoad-value	0	2019-10-20T13:43:57.385Z
txTimeInQueue-average	0	2019-10-20T13:43:57.385Z
txInjected-average	0	2019-10-20T13:43:58.385Z
txInjected-total	0	2019-10-20T13:43:58.385Z
txApplied-average	0	2019-10-20T13:43:58.385Z
txApplied-total	0	2019-10-20T13:43:58.385Z
txRejected-average	0	2019-10-20T13:43:58.385Z
txRejected-total	0	2019-10-20T13:43:58.385Z
txExpired-average	0	2019-10-20T13:43:58.385Z
txExpired-total	0	2019-10-20T13:43:58.385Z
queueLength-average	0	2019-10-20T13:43:58.385Z
queueLength-value	0	2019-10-20T13:43:58.385Z
serverLoad-average	0	2019-10-20T13:43:58.385Z
serverLoad-value	0	2019-10-20T13:43:58.385Z
txTimeInQueue-average	0	2019-10-20T13:43:58.385Z
txInjected-average	0	2019-10-20T13:43:59.387Z
txInjected-total	0	2019-10-20T13:43:59.387Z
txApplied-average	0	2019-10-20T13:43:59.387Z
txApplied-total	0	2019-10-20T13:43:59.387Z
txRejected-average	0	2019-10-20T13:43:59.387Z
txRejected-total	0	2019-10-20T13:43:59.387Z
txExpired-average	0	2019-10-20T13:43:59.387Z
txExpired-total	0	2019-10-20T13:43:59.387Z
queueLength-average	0	2019-10-20T13:43:59.387Z
queueLength-value	0	2019-10-20T13:43:59.387Z
serverLoad-average	0	2019-10-20T13:43:59.387Z
serverLoad-value	0	2019-10-20T13:43:59.387Z
txTimeInQueue-average	0	2019-10-20T13:43:59.387Z
txInjected-average	0	2019-10-20T13:44:00.388Z
txInjected-total	0	2019-10-20T13:44:00.388Z
txApplied-average	0	2019-10-20T13:44:00.388Z
txApplied-total	0	2019-10-20T13:44:00.388Z
txRejected-average	0	2019-10-20T13:44:00.388Z
txRejected-total	0	2019-10-20T13:44:00.388Z
txExpired-average	0	2019-10-20T13:44:00.388Z
txExpired-total	0	2019-10-20T13:44:00.388Z
queueLength-average	0	2019-10-20T13:44:00.388Z
queueLength-value	0	2019-10-20T13:44:00.388Z
serverLoad-average	0	2019-10-20T13:44:00.388Z
serverLoad-value	0	2019-10-20T13:44:00.388Z
txTimeInQueue-average	0	2019-10-20T13:44:00.388Z
txInjected-average	0	2019-10-20T13:44:01.388Z
txInjected-total	0	2019-10-20T13:44:01.388Z
txApplied-average	0	2019-10-20T13:44:01.388Z
txApplied-total	0	2019-10-20T13:44:01.388Z
txRejected-average	0	2019-10-20T13:44:01.388Z
txRejected-total	0	2019-10-20T13:44:01.388Z
txExpired-average	0	2019-10-20T13:44:01.388Z
txExpired-total	0	2019-10-20T13:44:01.388Z
queueLength-average	0	2019-10-20T13:44:01.388Z
queueLength-value	0	2019-10-20T13:44:01.388Z
serverLoad-average	0	2019-10-20T13:44:01.388Z
serverLoad-value	0	2019-10-20T13:44:01.388Z
txTimeInQueue-average	0	2019-10-20T13:44:01.388Z
txInjected-average	0	2019-10-20T13:44:02.389Z
txInjected-total	0	2019-10-20T13:44:02.389Z
txApplied-average	0	2019-10-20T13:44:02.389Z
txApplied-total	0	2019-10-20T13:44:02.389Z
txRejected-average	0	2019-10-20T13:44:02.389Z
txRejected-total	0	2019-10-20T13:44:02.389Z
txExpired-average	0	2019-10-20T13:44:02.389Z
txExpired-total	0	2019-10-20T13:44:02.389Z
queueLength-average	0	2019-10-20T13:44:02.389Z
queueLength-value	0	2019-10-20T13:44:02.389Z
serverLoad-average	0	2019-10-20T13:44:02.389Z
serverLoad-value	0	2019-10-20T13:44:02.389Z
txTimeInQueue-average	0	2019-10-20T13:44:02.389Z
txInjected-average	0	2019-10-20T13:44:03.391Z
txInjected-total	0	2019-10-20T13:44:03.391Z
txApplied-average	0	2019-10-20T13:44:03.391Z
txApplied-total	0	2019-10-20T13:44:03.391Z
txRejected-average	0	2019-10-20T13:44:03.391Z
txRejected-total	0	2019-10-20T13:44:03.391Z
txExpired-average	0	2019-10-20T13:44:03.391Z
txExpired-total	0	2019-10-20T13:44:03.391Z
queueLength-average	0	2019-10-20T13:44:03.391Z
queueLength-value	0	2019-10-20T13:44:03.391Z
serverLoad-average	0	2019-10-20T13:44:03.391Z
serverLoad-value	0	2019-10-20T13:44:03.391Z
txTimeInQueue-average	0	2019-10-20T13:44:03.391Z
txInjected-average	0	2019-10-20T13:44:04.393Z
txInjected-total	0	2019-10-20T13:44:04.393Z
txApplied-average	0	2019-10-20T13:44:04.393Z
txApplied-total	0	2019-10-20T13:44:04.393Z
txRejected-average	0	2019-10-20T13:44:04.393Z
txRejected-total	0	2019-10-20T13:44:04.393Z
txExpired-average	0	2019-10-20T13:44:04.393Z
txExpired-total	0	2019-10-20T13:44:04.393Z
queueLength-average	0	2019-10-20T13:44:04.393Z
queueLength-value	0	2019-10-20T13:44:04.393Z
serverLoad-average	0	2019-10-20T13:44:04.393Z
serverLoad-value	0	2019-10-20T13:44:04.393Z
txTimeInQueue-average	0	2019-10-20T13:44:04.393Z
txInjected-average	0	2019-10-20T13:44:05.394Z
txInjected-total	0	2019-10-20T13:44:05.394Z
txApplied-average	0	2019-10-20T13:44:05.394Z
txApplied-total	0	2019-10-20T13:44:05.394Z
txRejected-average	0	2019-10-20T13:44:05.394Z
txRejected-total	0	2019-10-20T13:44:05.394Z
txExpired-average	0	2019-10-20T13:44:05.394Z
txExpired-total	0	2019-10-20T13:44:05.394Z
queueLength-average	0	2019-10-20T13:44:05.394Z
queueLength-value	0	2019-10-20T13:44:05.394Z
serverLoad-average	0	2019-10-20T13:44:05.394Z
serverLoad-value	0	2019-10-20T13:44:05.394Z
txTimeInQueue-average	0	2019-10-20T13:44:05.394Z
txInjected-average	0	2019-10-20T13:44:06.397Z
txInjected-total	0	2019-10-20T13:44:06.397Z
txApplied-average	0	2019-10-20T13:44:06.397Z
txApplied-total	0	2019-10-20T13:44:06.397Z
txRejected-average	0	2019-10-20T13:44:06.397Z
txRejected-total	0	2019-10-20T13:44:06.397Z
txExpired-average	0	2019-10-20T13:44:06.397Z
txExpired-total	0	2019-10-20T13:44:06.397Z
queueLength-average	0	2019-10-20T13:44:06.397Z
queueLength-value	0	2019-10-20T13:44:06.397Z
serverLoad-average	0	2019-10-20T13:44:06.397Z
serverLoad-value	0	2019-10-20T13:44:06.397Z
txTimeInQueue-average	0	2019-10-20T13:44:06.397Z
txInjected-average	0	2019-10-20T13:44:07.399Z
txInjected-total	0	2019-10-20T13:44:07.399Z
txApplied-average	0	2019-10-20T13:44:07.399Z
txApplied-total	0	2019-10-20T13:44:07.399Z
txRejected-average	0	2019-10-20T13:44:07.399Z
txRejected-total	0	2019-10-20T13:44:07.399Z
txExpired-average	0	2019-10-20T13:44:07.399Z
txExpired-total	0	2019-10-20T13:44:07.399Z
queueLength-average	0	2019-10-20T13:44:07.399Z
queueLength-value	0	2019-10-20T13:44:07.399Z
serverLoad-average	0	2019-10-20T13:44:07.399Z
serverLoad-value	0	2019-10-20T13:44:07.399Z
txTimeInQueue-average	0	2019-10-20T13:44:07.399Z
txInjected-average	0	2019-10-20T13:44:08.399Z
txInjected-total	0	2019-10-20T13:44:08.399Z
txApplied-average	0	2019-10-20T13:44:08.399Z
txApplied-total	0	2019-10-20T13:44:08.399Z
txRejected-average	0	2019-10-20T13:44:08.399Z
txRejected-total	0	2019-10-20T13:44:08.399Z
txExpired-average	0	2019-10-20T13:44:08.399Z
txExpired-total	0	2019-10-20T13:44:08.399Z
queueLength-average	0	2019-10-20T13:44:08.399Z
queueLength-value	0	2019-10-20T13:44:08.399Z
serverLoad-average	0	2019-10-20T13:44:08.399Z
serverLoad-value	0	2019-10-20T13:44:08.399Z
txTimeInQueue-average	0	2019-10-20T13:44:08.399Z
txInjected-average	0	2019-10-20T13:44:09.403Z
txInjected-total	0	2019-10-20T13:44:09.403Z
txApplied-average	0	2019-10-20T13:44:09.403Z
txApplied-total	0	2019-10-20T13:44:09.403Z
txRejected-average	0	2019-10-20T13:44:09.403Z
txRejected-total	0	2019-10-20T13:44:09.403Z
txExpired-average	0	2019-10-20T13:44:09.403Z
txExpired-total	0	2019-10-20T13:44:09.403Z
queueLength-average	0	2019-10-20T13:44:09.403Z
queueLength-value	0	2019-10-20T13:44:09.403Z
serverLoad-average	0	2019-10-20T13:44:09.403Z
serverLoad-value	0	2019-10-20T13:44:09.403Z
txTimeInQueue-average	0	2019-10-20T13:44:09.403Z
txInjected-average	0	2019-10-20T13:44:10.404Z
txInjected-total	0	2019-10-20T13:44:10.404Z
txApplied-average	0	2019-10-20T13:44:10.404Z
txApplied-total	0	2019-10-20T13:44:10.404Z
txRejected-average	0	2019-10-20T13:44:10.404Z
txRejected-total	0	2019-10-20T13:44:10.404Z
txExpired-average	0	2019-10-20T13:44:10.404Z
txExpired-total	0	2019-10-20T13:44:10.404Z
queueLength-average	0	2019-10-20T13:44:10.404Z
queueLength-value	0	2019-10-20T13:44:10.404Z
serverLoad-average	0	2019-10-20T13:44:10.404Z
serverLoad-value	0	2019-10-20T13:44:10.404Z
txTimeInQueue-average	0	2019-10-20T13:44:10.404Z
txInjected-average	0	2019-10-20T13:44:11.405Z
txInjected-total	0	2019-10-20T13:44:11.405Z
txApplied-average	0	2019-10-20T13:44:11.405Z
txApplied-total	0	2019-10-20T13:44:11.405Z
txRejected-average	0	2019-10-20T13:44:11.405Z
txRejected-total	0	2019-10-20T13:44:11.405Z
txExpired-average	0	2019-10-20T13:44:11.405Z
txExpired-total	0	2019-10-20T13:44:11.405Z
queueLength-average	0	2019-10-20T13:44:11.405Z
queueLength-value	0	2019-10-20T13:44:11.405Z
serverLoad-average	0	2019-10-20T13:44:11.405Z
serverLoad-value	0	2019-10-20T13:44:11.405Z
txTimeInQueue-average	0	2019-10-20T13:44:11.405Z
txInjected-average	0	2019-10-20T13:44:12.407Z
txInjected-total	0	2019-10-20T13:44:12.407Z
txApplied-average	0	2019-10-20T13:44:12.407Z
txApplied-total	0	2019-10-20T13:44:12.407Z
txRejected-average	0	2019-10-20T13:44:12.407Z
txRejected-total	0	2019-10-20T13:44:12.407Z
txExpired-average	0	2019-10-20T13:44:12.407Z
txExpired-total	0	2019-10-20T13:44:12.407Z
queueLength-average	0	2019-10-20T13:44:12.407Z
queueLength-value	0	2019-10-20T13:44:12.407Z
serverLoad-average	0	2019-10-20T13:44:12.407Z
serverLoad-value	0	2019-10-20T13:44:12.407Z
txTimeInQueue-average	0	2019-10-20T13:44:12.407Z
txInjected-average	0	2019-10-20T13:44:13.407Z
txInjected-total	0	2019-10-20T13:44:13.407Z
txApplied-average	0	2019-10-20T13:44:13.407Z
txApplied-total	0	2019-10-20T13:44:13.407Z
txRejected-average	0	2019-10-20T13:44:13.407Z
txRejected-total	0	2019-10-20T13:44:13.407Z
txExpired-average	0	2019-10-20T13:44:13.407Z
txExpired-total	0	2019-10-20T13:44:13.407Z
queueLength-average	0	2019-10-20T13:44:13.407Z
queueLength-value	0	2019-10-20T13:44:13.407Z
serverLoad-average	0	2019-10-20T13:44:13.407Z
serverLoad-value	0	2019-10-20T13:44:13.407Z
txTimeInQueue-average	0	2019-10-20T13:44:13.407Z
txInjected-average	0	2019-10-20T13:44:14.411Z
txInjected-total	0	2019-10-20T13:44:14.411Z
txApplied-average	0	2019-10-20T13:44:14.411Z
txApplied-total	0	2019-10-20T13:44:14.411Z
txRejected-average	0	2019-10-20T13:44:14.411Z
txRejected-total	0	2019-10-20T13:44:14.411Z
txExpired-average	0	2019-10-20T13:44:14.411Z
txExpired-total	0	2019-10-20T13:44:14.411Z
queueLength-average	0	2019-10-20T13:44:14.411Z
queueLength-value	0	2019-10-20T13:44:14.411Z
serverLoad-average	0	2019-10-20T13:44:14.411Z
serverLoad-value	0	2019-10-20T13:44:14.411Z
txTimeInQueue-average	0	2019-10-20T13:44:14.411Z
txInjected-average	0	2019-10-20T13:44:15.412Z
txInjected-total	0	2019-10-20T13:44:15.412Z
txApplied-average	0	2019-10-20T13:44:15.412Z
txApplied-total	0	2019-10-20T13:44:15.412Z
txRejected-average	0	2019-10-20T13:44:15.412Z
txRejected-total	0	2019-10-20T13:44:15.412Z
txExpired-average	0	2019-10-20T13:44:15.412Z
txExpired-total	0	2019-10-20T13:44:15.412Z
queueLength-average	0	2019-10-20T13:44:15.412Z
queueLength-value	0	2019-10-20T13:44:15.412Z
serverLoad-average	0	2019-10-20T13:44:15.412Z
serverLoad-value	0	2019-10-20T13:44:15.412Z
txTimeInQueue-average	0	2019-10-20T13:44:15.412Z
txInjected-average	0	2019-10-20T13:44:16.413Z
txInjected-total	0	2019-10-20T13:44:16.413Z
txApplied-average	0	2019-10-20T13:44:16.413Z
txApplied-total	0	2019-10-20T13:44:16.413Z
txRejected-average	0	2019-10-20T13:44:16.413Z
txRejected-total	0	2019-10-20T13:44:16.413Z
txExpired-average	0	2019-10-20T13:44:16.413Z
txExpired-total	0	2019-10-20T13:44:16.413Z
queueLength-average	0	2019-10-20T13:44:16.413Z
queueLength-value	0	2019-10-20T13:44:16.413Z
serverLoad-average	0	2019-10-20T13:44:16.413Z
serverLoad-value	0	2019-10-20T13:44:16.413Z
txTimeInQueue-average	0	2019-10-20T13:44:16.413Z
txInjected-average	0	2019-10-20T13:44:17.414Z
txInjected-total	0	2019-10-20T13:44:17.414Z
txApplied-average	0	2019-10-20T13:44:17.414Z
txApplied-total	0	2019-10-20T13:44:17.414Z
txRejected-average	0	2019-10-20T13:44:17.414Z
txRejected-total	0	2019-10-20T13:44:17.414Z
txExpired-average	0	2019-10-20T13:44:17.414Z
txExpired-total	0	2019-10-20T13:44:17.414Z
queueLength-average	0	2019-10-20T13:44:17.414Z
queueLength-value	0	2019-10-20T13:44:17.414Z
serverLoad-average	0	2019-10-20T13:44:17.414Z
serverLoad-value	0	2019-10-20T13:44:17.414Z
txTimeInQueue-average	0	2019-10-20T13:44:17.414Z
txInjected-average	0	2019-10-20T13:44:18.415Z
txInjected-total	0	2019-10-20T13:44:18.415Z
txApplied-average	0	2019-10-20T13:44:18.415Z
txApplied-total	0	2019-10-20T13:44:18.415Z
txRejected-average	0	2019-10-20T13:44:18.415Z
txRejected-total	0	2019-10-20T13:44:18.415Z
txExpired-average	0	2019-10-20T13:44:18.415Z
txExpired-total	0	2019-10-20T13:44:18.415Z
queueLength-average	0	2019-10-20T13:44:18.415Z
queueLength-value	0	2019-10-20T13:44:18.415Z
serverLoad-average	0	2019-10-20T13:44:18.415Z
serverLoad-value	0	2019-10-20T13:44:18.415Z
txTimeInQueue-average	0	2019-10-20T13:44:18.415Z
txInjected-average	0	2019-10-20T13:44:19.418Z
txInjected-total	0	2019-10-20T13:44:19.418Z
txApplied-average	0	2019-10-20T13:44:19.418Z
txApplied-total	0	2019-10-20T13:44:19.418Z
txRejected-average	0	2019-10-20T13:44:19.418Z
txRejected-total	0	2019-10-20T13:44:19.418Z
txExpired-average	0	2019-10-20T13:44:19.418Z
txExpired-total	0	2019-10-20T13:44:19.418Z
queueLength-average	0	2019-10-20T13:44:19.418Z
queueLength-value	0	2019-10-20T13:44:19.418Z
serverLoad-average	0	2019-10-20T13:44:19.418Z
serverLoad-value	0	2019-10-20T13:44:19.418Z
txTimeInQueue-average	0	2019-10-20T13:44:19.418Z
txInjected-average	0	2019-10-20T13:44:20.422Z
txInjected-total	0	2019-10-20T13:44:20.422Z
txApplied-average	0	2019-10-20T13:44:20.422Z
txApplied-total	0	2019-10-20T13:44:20.422Z
txRejected-average	0	2019-10-20T13:44:20.422Z
txRejected-total	0	2019-10-20T13:44:20.422Z
txExpired-average	0	2019-10-20T13:44:20.422Z
txExpired-total	0	2019-10-20T13:44:20.422Z
queueLength-average	0	2019-10-20T13:44:20.422Z
queueLength-value	0	2019-10-20T13:44:20.422Z
serverLoad-average	0	2019-10-20T13:44:20.422Z
serverLoad-value	0	2019-10-20T13:44:20.422Z
txTimeInQueue-average	0	2019-10-20T13:44:20.422Z
txInjected-average	0	2019-10-20T13:44:21.421Z
txInjected-total	0	2019-10-20T13:44:21.421Z
txApplied-average	0	2019-10-20T13:44:21.421Z
txApplied-total	0	2019-10-20T13:44:21.421Z
txRejected-average	0	2019-10-20T13:44:21.421Z
txRejected-total	0	2019-10-20T13:44:21.421Z
txExpired-average	0	2019-10-20T13:44:21.421Z
txExpired-total	0	2019-10-20T13:44:21.421Z
queueLength-average	0	2019-10-20T13:44:21.421Z
queueLength-value	0	2019-10-20T13:44:21.421Z
serverLoad-average	0	2019-10-20T13:44:21.421Z
serverLoad-value	0	2019-10-20T13:44:21.421Z
txTimeInQueue-average	0	2019-10-20T13:44:21.421Z
txInjected-average	0	2019-10-20T13:44:22.421Z
txInjected-total	0	2019-10-20T13:44:22.421Z
