Name	Value	Time
txApplied-average	0	2019-10-20T13:44:22.421Z
txApplied-total	0	2019-10-20T13:44:22.421Z
txRejected-average	0	2019-10-20T13:44:22.421Z
txRejected-total	0	2019-10-20T13:44:22.421Z
txExpired-average	0	2019-10-20T13:44:22.421Z
txExpired-total	0	2019-10-20T13:44:22.421Z
queueLength-average	0	2019-10-20T13:44:22.421Z
queueLength-value	0	2019-10-20T13:44:22.421Z
serverLoad-average	0	2019-10-20T13:44:22.421Z
serverLoad-value	0	2019-10-20T13:44:22.421Z
txTimeInQueue-average	0	2019-10-20T13:44:22.421Z
txInjected-average	0	2019-10-20T13:44:23.423Z
txInjected-total	0	2019-10-20T13:44:23.423Z
txApplied-average	0	2019-10-20T13:44:23.423Z
txApplied-total	0	2019-10-20T13:44:23.423Z
txRejected-average	0	2019-10-20T13:44:23.423Z
txRejected-total	0	2019-10-20T13:44:23.423Z
txExpired-average	0	2019-10-20T13:44:23.423Z
txExpired-total	0	2019-10-20T13:44:23.423Z
queueLength-average	0	2019-10-20T13:44:23.423Z
queueLength-value	0	2019-10-20T13:44:23.423Z
serverLoad-average	0	2019-10-20T13:44:23.423Z
serverLoad-value	0	2019-10-20T13:44:23.423Z
txTimeInQueue-average	0	2019-10-20T13:44:23.423Z
txInjected-average	0	2019-10-20T13:44:24.424Z
txInjected-total	0	2019-10-20T13:44:24.424Z
txApplied-average	0	2019-10-20T13:44:24.424Z
txApplied-total	0	2019-10-20T13:44:24.424Z
txRejected-average	0	2019-10-20T13:44:24.424Z
txRejected-total	0	2019-10-20T13:44:24.424Z
txExpired-average	0	2019-10-20T13:44:24.424Z
txExpired-total	0	2019-10-20T13:44:24.424Z
queueLength-average	0	2019-10-20T13:44:24.424Z
queueLength-value	0	2019-10-20T13:44:24.424Z
serverLoad-average	0	2019-10-20T13:44:24.424Z
serverLoad-value	0	2019-10-20T13:44:24.424Z
txTimeInQueue-average	0	2019-10-20T13:44:24.424Z
txInjected-average	0	2019-10-20T13:44:25.429Z
txInjected-total	0	2019-10-20T13:44:25.429Z
txApplied-average	0	2019-10-20T13:44:25.429Z
txApplied-total	0	2019-10-20T13:44:25.429Z
txRejected-average	0	2019-10-20T13:44:25.429Z
txRejected-total	0	2019-10-20T13:44:25.429Z
txExpired-average	0	2019-10-20T13:44:25.429Z
txExpired-total	0	2019-10-20T13:44:25.429Z
queueLength-average	0	2019-10-20T13:44:25.429Z
queueLength-value	0	2019-10-20T13:44:25.429Z
serverLoad-average	0	2019-10-20T13:44:25.429Z
serverLoad-value	0	2019-10-20T13:44:25.429Z
txTimeInQueue-average	0	2019-10-20T13:44:25.429Z
txInjected-average	0	2019-10-20T13:44:26.430Z
txInjected-total	0	2019-10-20T13:44:26.430Z
txApplied-average	0	2019-10-20T13:44:26.430Z
txApplied-total	0	2019-10-20T13:44:26.430Z
txRejected-average	0	2019-10-20T13:44:26.430Z
txRejected-total	0	2019-10-20T13:44:26.430Z
txExpired-average	0	2019-10-20T13:44:26.430Z
txExpired-total	0	2019-10-20T13:44:26.430Z
queueLength-average	0	2019-10-20T13:44:26.430Z
queueLength-value	0	2019-10-20T13:44:26.430Z
serverLoad-average	0	2019-10-20T13:44:26.430Z
serverLoad-value	0	2019-10-20T13:44:26.430Z
txTimeInQueue-average	0	2019-10-20T13:44:26.430Z
txInjected-average	0	2019-10-20T13:44:27.431Z
txInjected-total	0	2019-10-20T13:44:27.431Z
txApplied-average	0	2019-10-20T13:44:27.431Z
txApplied-total	0	2019-10-20T13:44:27.431Z
txRejected-average	0	2019-10-20T13:44:27.431Z
txRejected-total	0	2019-10-20T13:44:27.431Z
txExpired-average	0	2019-10-20T13:44:27.431Z
txExpired-total	0	2019-10-20T13:44:27.431Z
queueLength-average	0	2019-10-20T13:44:27.431Z
queueLength-value	0	2019-10-20T13:44:27.431Z
serverLoad-average	0	2019-10-20T13:44:27.431Z
serverLoad-value	0	2019-10-20T13:44:27.431Z
txTimeInQueue-average	0	2019-10-20T13:44:27.431Z
txInjected-average	0	2019-10-20T13:44:28.432Z
txInjected-total	0	2019-10-20T13:44:28.432Z
txApplied-average	0	2019-10-20T13:44:28.432Z
txApplied-total	0	2019-10-20T13:44:28.432Z
txRejected-average	0	2019-10-20T13:44:28.432Z
txRejected-total	0	2019-10-20T13:44:28.432Z
txExpired-average	0	2019-10-20T13:44:28.432Z
txExpired-total	0	2019-10-20T13:44:28.432Z
queueLength-average	0	2019-10-20T13:44:28.432Z
queueLength-value	0	2019-10-20T13:44:28.432Z
serverLoad-average	0	2019-10-20T13:44:28.432Z
serverLoad-value	0	2019-10-20T13:44:28.432Z
txTimeInQueue-average	0	2019-10-20T13:44:28.432Z
txInjected-average	0	2019-10-20T13:44:29.436Z
txInjected-total	0	2019-10-20T13:44:29.436Z
txApplied-average	0	2019-10-20T13:44:29.436Z
txApplied-total	0	2019-10-20T13:44:29.436Z
txRejected-average	0	2019-10-20T13:44:29.436Z
txRejected-total	0	2019-10-20T13:44:29.436Z
txExpired-average	0	2019-10-20T13:44:29.436Z
txExpired-total	0	2019-10-20T13:44:29.436Z
queueLength-average	0	2019-10-20T13:44:29.436Z
queueLength-value	0	2019-10-20T13:44:29.436Z
serverLoad-average	0	2019-10-20T13:44:29.436Z
serverLoad-value	0	2019-10-20T13:44:29.436Z
txTimeInQueue-average	0	2019-10-20T13:44:29.436Z
txInjected-average	0	2019-10-20T13:44:30.436Z
txInjected-total	0	2019-10-20T13:44:30.436Z
txApplied-average	0	2019-10-20T13:44:30.436Z
txApplied-total	0	2019-10-20T13:44:30.436Z
txRejected-average	0	2019-10-20T13:44:30.436Z
txRejected-total	0	2019-10-20T13:44:30.436Z
txExpired-average	0	2019-10-20T13:44:30.436Z
txExpired-total	0	2019-10-20T13:44:30.436Z
queueLength-average	0	2019-10-20T13:44:30.436Z
queueLength-value	0	2019-10-20T13:44:30.436Z
serverLoad-average	0	2019-10-20T13:44:30.436Z
serverLoad-value	0	2019-10-20T13:44:30.436Z
txTimeInQueue-average	0	2019-10-20T13:44:30.436Z
txInjected-average	0	2019-10-20T13:44:31.440Z
txInjected-total	0	2019-10-20T13:44:31.440Z
txApplied-average	0	2019-10-20T13:44:31.440Z
txApplied-total	0	2019-10-20T13:44:31.440Z
txRejected-average	0	2019-10-20T13:44:31.440Z
txRejected-total	0	2019-10-20T13:44:31.440Z
txExpired-average	0	2019-10-20T13:44:31.440Z
txExpired-total	0	2019-10-20T13:44:31.440Z
queueLength-average	0	2019-10-20T13:44:31.440Z
queueLength-value	0	2019-10-20T13:44:31.440Z
serverLoad-average	0	2019-10-20T13:44:31.440Z
serverLoad-value	0	2019-10-20T13:44:31.440Z
txTimeInQueue-average	0	2019-10-20T13:44:31.440Z
txInjected-average	0	2019-10-20T13:44:32.444Z
txInjected-total	0	2019-10-20T13:44:32.444Z
txApplied-average	0	2019-10-20T13:44:32.444Z
txApplied-total	0	2019-10-20T13:44:32.444Z
txRejected-average	0	2019-10-20T13:44:32.444Z
txRejected-total	0	2019-10-20T13:44:32.444Z
txExpired-average	0	2019-10-20T13:44:32.444Z
txExpired-total	0	2019-10-20T13:44:32.444Z
queueLength-average	0	2019-10-20T13:44:32.444Z
queueLength-value	0	2019-10-20T13:44:32.444Z
serverLoad-average	0	2019-10-20T13:44:32.444Z
serverLoad-value	0	2019-10-20T13:44:32.444Z
txTimeInQueue-average	0	2019-10-20T13:44:32.444Z
txInjected-average	0	2019-10-20T13:44:33.448Z
txInjected-total	0	2019-10-20T13:44:33.448Z
txApplied-average	0	2019-10-20T13:44:33.448Z
txApplied-total	0	2019-10-20T13:44:33.448Z
txRejected-average	0	2019-10-20T13:44:33.448Z
txRejected-total	0	2019-10-20T13:44:33.448Z
txExpired-average	0	2019-10-20T13:44:33.448Z
txExpired-total	0	2019-10-20T13:44:33.448Z
queueLength-average	0	2019-10-20T13:44:33.448Z
queueLength-value	0	2019-10-20T13:44:33.448Z
serverLoad-average	0	2019-10-20T13:44:33.448Z
serverLoad-value	0	2019-10-20T13:44:33.448Z
txTimeInQueue-average	0	2019-10-20T13:44:33.448Z
txInjected-average	0	2019-10-20T13:44:34.448Z
txInjected-total	0	2019-10-20T13:44:34.448Z
txApplied-average	0	2019-10-20T13:44:34.448Z
txApplied-total	0	2019-10-20T13:44:34.448Z
txRejected-average	0	2019-10-20T13:44:34.448Z
txRejected-total	0	2019-10-20T13:44:34.448Z
txExpired-average	0	2019-10-20T13:44:34.448Z
txExpired-total	0	2019-10-20T13:44:34.448Z
queueLength-average	0	2019-10-20T13:44:34.448Z
queueLength-value	0	2019-10-20T13:44:34.448Z
serverLoad-average	0	2019-10-20T13:44:34.448Z
serverLoad-value	0	2019-10-20T13:44:34.448Z
txTimeInQueue-average	0	2019-10-20T13:44:34.448Z
txInjected-average	0	2019-10-20T13:44:35.448Z
txInjected-total	0	2019-10-20T13:44:35.448Z
txApplied-average	0	2019-10-20T13:44:35.448Z
txApplied-total	0	2019-10-20T13:44:35.448Z
txRejected-average	0	2019-10-20T13:44:35.448Z
txRejected-total	0	2019-10-20T13:44:35.448Z
txExpired-average	0	2019-10-20T13:44:35.448Z
txExpired-total	0	2019-10-20T13:44:35.448Z
queueLength-average	0	2019-10-20T13:44:35.448Z
queueLength-value	0	2019-10-20T13:44:35.448Z
serverLoad-average	0	2019-10-20T13:44:35.448Z
serverLoad-value	0	2019-10-20T13:44:35.448Z
txTimeInQueue-average	0	2019-10-20T13:44:35.448Z
txInjected-average	0	2019-10-20T13:44:36.449Z
txInjected-total	0	2019-10-20T13:44:36.449Z
txApplied-average	0	2019-10-20T13:44:36.449Z
txApplied-total	0	2019-10-20T13:44:36.449Z
txRejected-average	0	2019-10-20T13:44:36.449Z
txRejected-total	0	2019-10-20T13:44:36.449Z
txExpired-average	0	2019-10-20T13:44:36.449Z
txExpired-total	0	2019-10-20T13:44:36.449Z
queueLength-average	0	2019-10-20T13:44:36.449Z
queueLength-value	0	2019-10-20T13:44:36.449Z
serverLoad-average	0	2019-10-20T13:44:36.449Z
serverLoad-value	0	2019-10-20T13:44:36.449Z
txTimeInQueue-average	0	2019-10-20T13:44:36.449Z
txInjected-average	0	2019-10-20T13:44:37.449Z
txInjected-total	0	2019-10-20T13:44:37.449Z
txApplied-average	0	2019-10-20T13:44:37.449Z
txApplied-total	0	2019-10-20T13:44:37.449Z
txRejected-average	0	2019-10-20T13:44:37.449Z
txRejected-total	0	2019-10-20T13:44:37.449Z
txExpired-average	0	2019-10-20T13:44:37.449Z
txExpired-total	0	2019-10-20T13:44:37.449Z
queueLength-average	0	2019-10-20T13:44:37.449Z
queueLength-value	0	2019-10-20T13:44:37.449Z
serverLoad-average	0	2019-10-20T13:44:37.449Z
serverLoad-value	0	2019-10-20T13:44:37.449Z
txTimeInQueue-average	0	2019-10-20T13:44:37.449Z
txInjected-average	0	2019-10-20T13:44:38.451Z
txInjected-total	0	2019-10-20T13:44:38.451Z
txApplied-average	0	2019-10-20T13:44:38.451Z
txApplied-total	0	2019-10-20T13:44:38.451Z
txRejected-average	0	2019-10-20T13:44:38.451Z
txRejected-total	0	2019-10-20T13:44:38.451Z
txExpired-average	0	2019-10-20T13:44:38.451Z
txExpired-total	0	2019-10-20T13:44:38.451Z
queueLength-average	0	2019-10-20T13:44:38.451Z
queueLength-value	0	2019-10-20T13:44:38.451Z
serverLoad-average	0	2019-10-20T13:44:38.451Z
serverLoad-value	0	2019-10-20T13:44:38.451Z
txTimeInQueue-average	0	2019-10-20T13:44:38.451Z
txInjected-average	0	2019-10-20T13:44:39.453Z
txInjected-total	0	2019-10-20T13:44:39.453Z
txApplied-average	0	2019-10-20T13:44:39.453Z
txApplied-total	0	2019-10-20T13:44:39.453Z
txRejected-average	0	2019-10-20T13:44:39.453Z
txRejected-total	0	2019-10-20T13:44:39.453Z
txExpired-average	0	2019-10-20T13:44:39.453Z
txExpired-total	0	2019-10-20T13:44:39.453Z
queueLength-average	0	2019-10-20T13:44:39.453Z
queueLength-value	0	2019-10-20T13:44:39.453Z
serverLoad-average	0	2019-10-20T13:44:39.453Z
serverLoad-value	0	2019-10-20T13:44:39.453Z
txTimeInQueue-average	0	2019-10-20T13:44:39.453Z
txInjected-average	0	2019-10-20T13:44:40.457Z
txInjected-total	0	2019-10-20T13:44:40.457Z
txApplied-average	0	2019-10-20T13:44:40.457Z
txApplied-total	0	2019-10-20T13:44:40.457Z
txRejected-average	0	2019-10-20T13:44:40.457Z
txRejected-total	0	2019-10-20T13:44:40.457Z
txExpired-average	0	2019-10-20T13:44:40.457Z
txExpired-total	0	2019-10-20T13:44:40.457Z
queueLength-average	0	2019-10-20T13:44:40.457Z
queueLength-value	0	2019-10-20T13:44:40.457Z
serverLoad-average	0	2019-10-20T13:44:40.457Z
serverLoad-value	0	2019-10-20T13:44:40.457Z
txTimeInQueue-average	0	2019-10-20T13:44:40.457Z
txInjected-average	0	2019-10-20T13:44:41.459Z
txInjected-total	0	2019-10-20T13:44:41.459Z
txApplied-average	0	2019-10-20T13:44:41.459Z
txApplied-total	0	2019-10-20T13:44:41.459Z
txRejected-average	0	2019-10-20T13:44:41.459Z
txRejected-total	0	2019-10-20T13:44:41.459Z
txExpired-average	0	2019-10-20T13:44:41.459Z
txExpired-total	0	2019-10-20T13:44:41.459Z
queueLength-average	0	2019-10-20T13:44:41.459Z
queueLength-value	0	2019-10-20T13:44:41.459Z
serverLoad-average	0	2019-10-20T13:44:41.459Z
serverLoad-value	0	2019-10-20T13:44:41.459Z
txTimeInQueue-average	0	2019-10-20T13:44:41.459Z
txInjected-average	0	2019-10-20T13:44:42.463Z
txInjected-total	0	2019-10-20T13:44:42.463Z
txApplied-average	0	2019-10-20T13:44:42.463Z
txApplied-total	0	2019-10-20T13:44:42.463Z
txRejected-average	0	2019-10-20T13:44:42.463Z
txRejected-total	0	2019-10-20T13:44:42.463Z
txExpired-average	0	2019-10-20T13:44:42.463Z
txExpired-total	0	2019-10-20T13:44:42.463Z
queueLength-average	0	2019-10-20T13:44:42.463Z
queueLength-value	0	2019-10-20T13:44:42.463Z
serverLoad-average	0	2019-10-20T13:44:42.463Z
serverLoad-value	0	2019-10-20T13:44:42.463Z
txTimeInQueue-average	0	2019-10-20T13:44:42.463Z
txInjected-average	0	2019-10-20T13:44:43.466Z
txInjected-total	0	2019-10-20T13:44:43.466Z
txApplied-average	0	2019-10-20T13:44:43.466Z
txApplied-total	0	2019-10-20T13:44:43.466Z
txRejected-average	0	2019-10-20T13:44:43.466Z
txRejected-total	0	2019-10-20T13:44:43.466Z
txExpired-average	0	2019-10-20T13:44:43.466Z
txExpired-total	0	2019-10-20T13:44:43.466Z
queueLength-average	0	2019-10-20T13:44:43.466Z
queueLength-value	0	2019-10-20T13:44:43.466Z
serverLoad-average	0	2019-10-20T13:44:43.466Z
serverLoad-value	0	2019-10-20T13:44:43.466Z
txTimeInQueue-average	0	2019-10-20T13:44:43.466Z
txInjected-average	0	2019-10-20T13:44:44.470Z
txInjected-total	0	2019-10-20T13:44:44.470Z
txApplied-average	0	2019-10-20T13:44:44.470Z
txApplied-total	0	2019-10-20T13:44:44.470Z
txRejected-average	0	2019-10-20T13:44:44.470Z
txRejected-total	0	2019-10-20T13:44:44.470Z
txExpired-average	0	2019-10-20T13:44:44.470Z
txExpired-total	0	2019-10-20T13:44:44.470Z
queueLength-average	0	2019-10-20T13:44:44.470Z
queueLength-value	0	2019-10-20T13:44:44.470Z
serverLoad-average	0	2019-10-20T13:44:44.470Z
serverLoad-value	0	2019-10-20T13:44:44.470Z
txTimeInQueue-average	0	2019-10-20T13:44:44.470Z
txInjected-average	0	2019-10-20T13:44:45.471Z
txInjected-total	0	2019-10-20T13:44:45.471Z
txApplied-average	0	2019-10-20T13:44:45.471Z
txApplied-total	0	2019-10-20T13:44:45.471Z
txRejected-average	0	2019-10-20T13:44:45.471Z
txRejected-total	0	2019-10-20T13:44:45.471Z
txExpired-average	0	2019-10-20T13:44:45.471Z
txExpired-total	0	2019-10-20T13:44:45.471Z
queueLength-average	0	2019-10-20T13:44:45.471Z
queueLength-value	0	2019-10-20T13:44:45.471Z
serverLoad-average	0	2019-10-20T13:44:45.471Z
serverLoad-value	0	2019-10-20T13:44:45.471Z
txTimeInQueue-average	0	2019-10-20T13:44:45.471Z
txInjected-average	0	2019-10-20T13:44:46.472Z
txInjected-total	0	2019-10-20T13:44:46.472Z
txApplied-average	0	2019-10-20T13:44:46.472Z
txApplied-total	0	2019-10-20T13:44:46.472Z
txRejected-average	0	2019-10-20T13:44:46.472Z
txRejected-total	0	2019-10-20T13:44:46.472Z
txExpired-average	0	2019-10-20T13:44:46.472Z
txExpired-total	0	2019-10-20T13:44:46.472Z
queueLength-average	0	2019-10-20T13:44:46.472Z
queueLength-value	0	2019-10-20T13:44:46.472Z
serverLoad-average	0	2019-10-20T13:44:46.472Z
serverLoad-value	0	2019-10-20T13:44:46.472Z
txTimeInQueue-average	0	2019-10-20T13:44:46.472Z
txInjected-average	0	2019-10-20T13:44:47.475Z
txInjected-total	0	2019-10-20T13:44:47.475Z
txApplied-average	0	2019-10-20T13:44:47.475Z
txApplied-total	0	2019-10-20T13:44:47.475Z
txRejected-average	0	2019-10-20T13:44:47.475Z
txRejected-total	0	2019-10-20T13:44:47.475Z
txExpired-average	0	2019-10-20T13:44:47.475Z
txExpired-total	0	2019-10-20T13:44:47.475Z
queueLength-average	0	2019-10-20T13:44:47.475Z
queueLength-value	0	2019-10-20T13:44:47.475Z
serverLoad-average	0	2019-10-20T13:44:47.475Z
serverLoad-value	0	2019-10-20T13:44:47.475Z
txTimeInQueue-average	0	2019-10-20T13:44:47.475Z
txInjected-average	0	2019-10-20T13:44:48.480Z
txInjected-total	0	2019-10-20T13:44:48.480Z
txApplied-average	0	2019-10-20T13:44:48.480Z
txApplied-total	0	2019-10-20T13:44:48.480Z
txRejected-average	0	2019-10-20T13:44:48.480Z
txRejected-total	0	2019-10-20T13:44:48.480Z
txExpired-average	0	2019-10-20T13:44:48.480Z
txExpired-total	0	2019-10-20T13:44:48.480Z
queueLength-average	0	2019-10-20T13:44:48.480Z
queueLength-value	0	2019-10-20T13:44:48.480Z
serverLoad-average	0	2019-10-20T13:44:48.480Z
serverLoad-value	0	2019-10-20T13:44:48.480Z
txTimeInQueue-average	0	2019-10-20T13:44:48.480Z
txInjected-average	0	2019-10-20T13:44:49.483Z
txInjected-total	0	2019-10-20T13:44:49.483Z
txApplied-average	0	2019-10-20T13:44:49.483Z
txApplied-total	0	2019-10-20T13:44:49.483Z
txRejected-average	0	2019-10-20T13:44:49.483Z
txRejected-total	0	2019-10-20T13:44:49.483Z
txExpired-average	0	2019-10-20T13:44:49.483Z
txExpired-total	0	2019-10-20T13:44:49.483Z
queueLength-average	0	2019-10-20T13:44:49.483Z
queueLength-value	0	2019-10-20T13:44:49.483Z
serverLoad-average	0	2019-10-20T13:44:49.483Z
serverLoad-value	0	2019-10-20T13:44:49.483Z
txTimeInQueue-average	0	2019-10-20T13:44:49.483Z
txInjected-average	0	2019-10-20T13:44:50.488Z
txInjected-total	0	2019-10-20T13:44:50.488Z
txApplied-average	0	2019-10-20T13:44:50.488Z
txApplied-total	0	2019-10-20T13:44:50.488Z
txRejected-average	0	2019-10-20T13:44:50.488Z
txRejected-total	0	2019-10-20T13:44:50.488Z
txExpired-average	0	2019-10-20T13:44:50.488Z
txExpired-total	0	2019-10-20T13:44:50.488Z
queueLength-average	0	2019-10-20T13:44:50.488Z
queueLength-value	0	2019-10-20T13:44:50.488Z
serverLoad-average	0	2019-10-20T13:44:50.488Z
serverLoad-value	0	2019-10-20T13:44:50.488Z
txTimeInQueue-average	0	2019-10-20T13:44:50.488Z
txInjected-average	0	2019-10-20T13:44:51.492Z
txInjected-total	0	2019-10-20T13:44:51.492Z
txApplied-average	0	2019-10-20T13:44:51.492Z
txApplied-total	0	2019-10-20T13:44:51.492Z
txRejected-average	0	2019-10-20T13:44:51.492Z
txRejected-total	0	2019-10-20T13:44:51.492Z
txExpired-average	0	2019-10-20T13:44:51.492Z
txExpired-total	0	2019-10-20T13:44:51.492Z
queueLength-average	0	2019-10-20T13:44:51.492Z
queueLength-value	0	2019-10-20T13:44:51.492Z
serverLoad-average	0	2019-10-20T13:44:51.492Z
serverLoad-value	0	2019-10-20T13:44:51.492Z
txTimeInQueue-average	0	2019-10-20T13:44:51.492Z
txInjected-average	0	2019-10-20T13:44:52.495Z
txInjected-total	0	2019-10-20T13:44:52.495Z
txApplied-average	0	2019-10-20T13:44:52.495Z
txApplied-total	0	2019-10-20T13:44:52.495Z
txRejected-average	0	2019-10-20T13:44:52.495Z
txRejected-total	0	2019-10-20T13:44:52.495Z
txExpired-average	0	2019-10-20T13:44:52.495Z
txExpired-total	0	2019-10-20T13:44:52.495Z
queueLength-average	0	2019-10-20T13:44:52.495Z
queueLength-value	0	2019-10-20T13:44:52.495Z
serverLoad-average	0	2019-10-20T13:44:52.495Z
serverLoad-value	0	2019-10-20T13:44:52.495Z
txTimeInQueue-average	0	2019-10-20T13:44:52.495Z
txInjected-average	0	2019-10-20T13:44:53.497Z
txInjected-total	0	2019-10-20T13:44:53.497Z
txApplied-average	0	2019-10-20T13:44:53.497Z
txApplied-total	0	2019-10-20T13:44:53.497Z
txRejected-average	0	2019-10-20T13:44:53.497Z
txRejected-total	0	2019-10-20T13:44:53.497Z
txExpired-average	0	2019-10-20T13:44:53.497Z
txExpired-total	0	2019-10-20T13:44:53.497Z
queueLength-average	0	2019-10-20T13:44:53.497Z
queueLength-value	0	2019-10-20T13:44:53.497Z
serverLoad-average	0	2019-10-20T13:44:53.497Z
serverLoad-value	0	2019-10-20T13:44:53.497Z
txTimeInQueue-average	0	2019-10-20T13:44:53.497Z
txInjected-average	0	2019-10-20T13:44:54.501Z
txInjected-total	0	2019-10-20T13:44:54.501Z
txApplied-average	0	2019-10-20T13:44:54.501Z
txApplied-total	0	2019-10-20T13:44:54.501Z
txRejected-average	0	2019-10-20T13:44:54.501Z
txRejected-total	0	2019-10-20T13:44:54.501Z
txExpired-average	0	2019-10-20T13:44:54.501Z
txExpired-total	0	2019-10-20T13:44:54.501Z
queueLength-average	0	2019-10-20T13:44:54.501Z
queueLength-value	0	2019-10-20T13:44:54.501Z
serverLoad-average	0	2019-10-20T13:44:54.501Z
serverLoad-value	0	2019-10-20T13:44:54.501Z
txTimeInQueue-average	0	2019-10-20T13:44:54.501Z
txInjected-average	0	2019-10-20T13:44:55.501Z
txInjected-total	0	2019-10-20T13:44:55.501Z
txApplied-average	0	2019-10-20T13:44:55.501Z
txApplied-total	0	2019-10-20T13:44:55.501Z
txRejected-average	0	2019-10-20T13:44:55.501Z
txRejected-total	0	2019-10-20T13:44:55.501Z
txExpired-average	0	2019-10-20T13:44:55.501Z
txExpired-total	0	2019-10-20T13:44:55.501Z
queueLength-average	0	2019-10-20T13:44:55.501Z
queueLength-value	0	2019-10-20T13:44:55.501Z
serverLoad-average	0	2019-10-20T13:44:55.501Z
serverLoad-value	0	2019-10-20T13:44:55.501Z
txTimeInQueue-average	0	2019-10-20T13:44:55.501Z
txInjected-average	0	2019-10-20T13:44:56.504Z
txInjected-total	0	2019-10-20T13:44:56.504Z
txApplied-average	0	2019-10-20T13:44:56.504Z
txApplied-total	0	2019-10-20T13:44:56.504Z
txRejected-average	0	2019-10-20T13:44:56.504Z
txRejected-total	0	2019-10-20T13:44:56.504Z
txExpired-average	0	2019-10-20T13:44:56.504Z
txExpired-total	0	2019-10-20T13:44:56.504Z
queueLength-average	0	2019-10-20T13:44:56.504Z
queueLength-value	0	2019-10-20T13:44:56.504Z
serverLoad-average	0	2019-10-20T13:44:56.504Z
serverLoad-value	0	2019-10-20T13:44:56.504Z
txTimeInQueue-average	0	2019-10-20T13:44:56.504Z
txInjected-average	0	2019-10-20T13:44:57.507Z
txInjected-total	0	2019-10-20T13:44:57.507Z
txApplied-average	0	2019-10-20T13:44:57.507Z
txApplied-total	0	2019-10-20T13:44:57.507Z
txRejected-average	0	2019-10-20T13:44:57.507Z
txRejected-total	0	2019-10-20T13:44:57.507Z
txExpired-average	0	2019-10-20T13:44:57.507Z
txExpired-total	0	2019-10-20T13:44:57.507Z
queueLength-average	0	2019-10-20T13:44:57.507Z
queueLength-value	0	2019-10-20T13:44:57.507Z
serverLoad-average	0	2019-10-20T13:44:57.507Z
serverLoad-value	0	2019-10-20T13:44:57.507Z
txTimeInQueue-average	0	2019-10-20T13:44:57.507Z
txInjected-average	0	2019-10-20T13:44:58.510Z
txInjected-total	0	2019-10-20T13:44:58.510Z
txApplied-average	0	2019-10-20T13:44:58.510Z
txApplied-total	0	2019-10-20T13:44:58.510Z
txRejected-average	0	2019-10-20T13:44:58.510Z
txRejected-total	0	2019-10-20T13:44:58.510Z
txExpired-average	0	2019-10-20T13:44:58.510Z
txExpired-total	0	2019-10-20T13:44:58.510Z
queueLength-average	0	2019-10-20T13:44:58.510Z
queueLength-value	0	2019-10-20T13:44:58.510Z
serverLoad-average	0	2019-10-20T13:44:58.510Z
serverLoad-value	0	2019-10-20T13:44:58.510Z
txTimeInQueue-average	0	2019-10-20T13:44:58.510Z
txInjected-average	0	2019-10-20T13:44:59.515Z
txInjected-total	0	2019-10-20T13:44:59.515Z
txApplied-average	0	2019-10-20T13:44:59.515Z
txApplied-total	0	2019-10-20T13:44:59.515Z
txRejected-average	0	2019-10-20T13:44:59.515Z
txRejected-total	0	2019-10-20T13:44:59.515Z
txExpired-average	0	2019-10-20T13:44:59.515Z
txExpired-total	0	2019-10-20T13:44:59.515Z
queueLength-average	0	2019-10-20T13:44:59.515Z
queueLength-value	0	2019-10-20T13:44:59.515Z
serverLoad-average	0	2019-10-20T13:44:59.515Z
serverLoad-value	0	2019-10-20T13:44:59.515Z
txTimeInQueue-average	0	2019-10-20T13:44:59.515Z
txInjected-average	0	2019-10-20T13:45:00.518Z
txInjected-total	0	2019-10-20T13:45:00.518Z
txApplied-average	0	2019-10-20T13:45:00.518Z
txApplied-total	0	2019-10-20T13:45:00.518Z
txRejected-average	0	2019-10-20T13:45:00.518Z
txRejected-total	0	2019-10-20T13:45:00.518Z
txExpired-average	0	2019-10-20T13:45:00.518Z
txExpired-total	0	2019-10-20T13:45:00.518Z
queueLength-average	0	2019-10-20T13:45:00.518Z
queueLength-value	0	2019-10-20T13:45:00.518Z
serverLoad-average	0	2019-10-20T13:45:00.518Z
serverLoad-value	0	2019-10-20T13:45:00.518Z
txTimeInQueue-average	0	2019-10-20T13:45:00.518Z
txInjected-average	0	2019-10-20T13:45:01.520Z
txInjected-total	0	2019-10-20T13:45:01.520Z
txApplied-average	0	2019-10-20T13:45:01.520Z
txApplied-total	0	2019-10-20T13:45:01.520Z
txRejected-average	0	2019-10-20T13:45:01.520Z
txRejected-total	0	2019-10-20T13:45:01.520Z
txExpired-average	0	2019-10-20T13:45:01.520Z
txExpired-total	0	2019-10-20T13:45:01.520Z
queueLength-average	0	2019-10-20T13:45:01.520Z
queueLength-value	0	2019-10-20T13:45:01.520Z
serverLoad-average	0	2019-10-20T13:45:01.520Z
serverLoad-value	0	2019-10-20T13:45:01.520Z
txTimeInQueue-average	0	2019-10-20T13:45:01.520Z
txInjected-average	0	2019-10-20T13:45:02.523Z
txInjected-total	0	2019-10-20T13:45:02.523Z
txApplied-average	0	2019-10-20T13:45:02.523Z
txApplied-total	0	2019-10-20T13:45:02.523Z
txRejected-average	0	2019-10-20T13:45:02.523Z
txRejected-total	0	2019-10-20T13:45:02.523Z
txExpired-average	0	2019-10-20T13:45:02.523Z
txExpired-total	0	2019-10-20T13:45:02.523Z
queueLength-average	0	2019-10-20T13:45:02.523Z
queueLength-value	0	2019-10-20T13:45:02.523Z
