Name	Value	Time
txExpired-total	0	2019-10-19T22:22:54.409Z
queueLength-average	0	2019-10-19T22:22:54.409Z
queueLength-value	0	2019-10-19T22:22:54.409Z
serverLoad-average	0	2019-10-19T22:22:54.409Z
serverLoad-value	0	2019-10-19T22:22:54.409Z
txTimeInQueue-average	0	2019-10-19T22:22:54.409Z
txInjected-average	0	2019-10-19T22:22:55.409Z
txInjected-total	0	2019-10-19T22:22:55.409Z
txApplied-average	0	2019-10-19T22:22:55.409Z
txApplied-total	0	2019-10-19T22:22:55.409Z
txRejected-average	0	2019-10-19T22:22:55.409Z
txRejected-total	0	2019-10-19T22:22:55.409Z
txExpired-average	0	2019-10-19T22:22:55.409Z
txExpired-total	0	2019-10-19T22:22:55.409Z
queueLength-average	0	2019-10-19T22:22:55.409Z
queueLength-value	0	2019-10-19T22:22:55.409Z
serverLoad-average	0	2019-10-19T22:22:55.409Z
serverLoad-value	0	2019-10-19T22:22:55.409Z
txTimeInQueue-average	0	2019-10-19T22:22:55.409Z
txInjected-average	0	2019-10-19T22:22:56.409Z
txInjected-total	0	2019-10-19T22:22:56.409Z
txApplied-average	0	2019-10-19T22:22:56.409Z
txApplied-total	0	2019-10-19T22:22:56.409Z
txRejected-average	0	2019-10-19T22:22:56.409Z
txRejected-total	0	2019-10-19T22:22:56.409Z
txExpired-average	0	2019-10-19T22:22:56.409Z
txExpired-total	0	2019-10-19T22:22:56.409Z
queueLength-average	0	2019-10-19T22:22:56.409Z
queueLength-value	0	2019-10-19T22:22:56.409Z
serverLoad-average	0	2019-10-19T22:22:56.409Z
serverLoad-value	0	2019-10-19T22:22:56.409Z
txTimeInQueue-average	0	2019-10-19T22:22:56.409Z
txInjected-average	0	2019-10-19T22:22:57.409Z
txInjected-total	0	2019-10-19T22:22:57.409Z
txApplied-average	0	2019-10-19T22:22:57.409Z
txApplied-total	0	2019-10-19T22:22:57.409Z
txRejected-average	0	2019-10-19T22:22:57.409Z
txRejected-total	0	2019-10-19T22:22:57.409Z
txExpired-average	0	2019-10-19T22:22:57.409Z
txExpired-total	0	2019-10-19T22:22:57.409Z
queueLength-average	0	2019-10-19T22:22:57.409Z
queueLength-value	0	2019-10-19T22:22:57.409Z
serverLoad-average	0	2019-10-19T22:22:57.409Z
serverLoad-value	0	2019-10-19T22:22:57.409Z
txTimeInQueue-average	0	2019-10-19T22:22:57.409Z
txInjected-average	0	2019-10-19T22:22:58.409Z
txInjected-total	0	2019-10-19T22:22:58.409Z
txApplied-average	0	2019-10-19T22:22:58.409Z
txApplied-total	0	2019-10-19T22:22:58.409Z
txRejected-average	0	2019-10-19T22:22:58.409Z
txRejected-total	0	2019-10-19T22:22:58.409Z
txExpired-average	0	2019-10-19T22:22:58.409Z
txExpired-total	0	2019-10-19T22:22:58.409Z
queueLength-average	0	2019-10-19T22:22:58.409Z
queueLength-value	0	2019-10-19T22:22:58.409Z
serverLoad-average	0	2019-10-19T22:22:58.409Z
serverLoad-value	0	2019-10-19T22:22:58.409Z
txTimeInQueue-average	0	2019-10-19T22:22:58.409Z
txInjected-average	0	2019-10-19T22:22:59.410Z
txInjected-total	0	2019-10-19T22:22:59.410Z
txApplied-average	0	2019-10-19T22:22:59.410Z
txApplied-total	0	2019-10-19T22:22:59.410Z
txRejected-average	0	2019-10-19T22:22:59.410Z
txRejected-total	0	2019-10-19T22:22:59.410Z
txExpired-average	0	2019-10-19T22:22:59.410Z
txExpired-total	0	2019-10-19T22:22:59.410Z
queueLength-average	0	2019-10-19T22:22:59.410Z
queueLength-value	0	2019-10-19T22:22:59.410Z
serverLoad-average	0	2019-10-19T22:22:59.410Z
serverLoad-value	0	2019-10-19T22:22:59.410Z
txTimeInQueue-average	0	2019-10-19T22:22:59.410Z
txInjected-average	0	2019-10-19T22:23:00.414Z
txInjected-total	0	2019-10-19T22:23:00.414Z
txApplied-average	0	2019-10-19T22:23:00.414Z
txApplied-total	0	2019-10-19T22:23:00.414Z
txRejected-average	0	2019-10-19T22:23:00.414Z
txRejected-total	0	2019-10-19T22:23:00.414Z
txExpired-average	0	2019-10-19T22:23:00.414Z
txExpired-total	0	2019-10-19T22:23:00.414Z
queueLength-average	0	2019-10-19T22:23:00.414Z
queueLength-value	0	2019-10-19T22:23:00.414Z
serverLoad-average	0	2019-10-19T22:23:00.414Z
serverLoad-value	0	2019-10-19T22:23:00.414Z
txTimeInQueue-average	0	2019-10-19T22:23:00.414Z
txInjected-average	0	2019-10-19T22:23:01.415Z
txInjected-total	0	2019-10-19T22:23:01.415Z
txApplied-average	0	2019-10-19T22:23:01.415Z
txApplied-total	0	2019-10-19T22:23:01.415Z
txRejected-average	0	2019-10-19T22:23:01.415Z
txRejected-total	0	2019-10-19T22:23:01.415Z
txExpired-average	0	2019-10-19T22:23:01.415Z
txExpired-total	0	2019-10-19T22:23:01.415Z
queueLength-average	0	2019-10-19T22:23:01.415Z
queueLength-value	0	2019-10-19T22:23:01.415Z
serverLoad-average	0	2019-10-19T22:23:01.415Z
serverLoad-value	0	2019-10-19T22:23:01.415Z
txTimeInQueue-average	0	2019-10-19T22:23:01.415Z
txInjected-average	0	2019-10-19T22:23:02.417Z
txInjected-total	0	2019-10-19T22:23:02.417Z
txApplied-average	0	2019-10-19T22:23:02.417Z
txApplied-total	0	2019-10-19T22:23:02.417Z
txRejected-average	0	2019-10-19T22:23:02.417Z
txRejected-total	0	2019-10-19T22:23:02.417Z
txExpired-average	0	2019-10-19T22:23:02.417Z
txExpired-total	0	2019-10-19T22:23:02.417Z
queueLength-average	0	2019-10-19T22:23:02.417Z
queueLength-value	0	2019-10-19T22:23:02.417Z
serverLoad-average	0	2019-10-19T22:23:02.417Z
serverLoad-value	0	2019-10-19T22:23:02.417Z
txTimeInQueue-average	0	2019-10-19T22:23:02.417Z
txInjected-average	0	2019-10-19T22:23:03.419Z
txInjected-total	0	2019-10-19T22:23:03.419Z
txApplied-average	0	2019-10-19T22:23:03.419Z
txApplied-total	0	2019-10-19T22:23:03.419Z
txRejected-average	0	2019-10-19T22:23:03.419Z
txRejected-total	0	2019-10-19T22:23:03.419Z
txExpired-average	0	2019-10-19T22:23:03.419Z
txExpired-total	0	2019-10-19T22:23:03.419Z
queueLength-average	0	2019-10-19T22:23:03.419Z
queueLength-value	0	2019-10-19T22:23:03.419Z
serverLoad-average	0	2019-10-19T22:23:03.419Z
serverLoad-value	0	2019-10-19T22:23:03.419Z
txTimeInQueue-average	0	2019-10-19T22:23:03.419Z
txInjected-average	0	2019-10-19T22:23:04.420Z
txInjected-total	0	2019-10-19T22:23:04.420Z
txApplied-average	0	2019-10-19T22:23:04.420Z
txApplied-total	0	2019-10-19T22:23:04.420Z
txRejected-average	0	2019-10-19T22:23:04.420Z
txRejected-total	0	2019-10-19T22:23:04.420Z
txExpired-average	0	2019-10-19T22:23:04.420Z
txExpired-total	0	2019-10-19T22:23:04.420Z
queueLength-average	0	2019-10-19T22:23:04.420Z
queueLength-value	0	2019-10-19T22:23:04.420Z
serverLoad-average	0	2019-10-19T22:23:04.420Z
serverLoad-value	0	2019-10-19T22:23:04.420Z
txTimeInQueue-average	0	2019-10-19T22:23:04.420Z
txInjected-average	0	2019-10-19T22:23:05.421Z
txInjected-total	0	2019-10-19T22:23:05.421Z
txApplied-average	0	2019-10-19T22:23:05.421Z
txApplied-total	0	2019-10-19T22:23:05.421Z
txRejected-average	0	2019-10-19T22:23:05.421Z
txRejected-total	0	2019-10-19T22:23:05.421Z
txExpired-average	0	2019-10-19T22:23:05.421Z
txExpired-total	0	2019-10-19T22:23:05.421Z
queueLength-average	0	2019-10-19T22:23:05.421Z
queueLength-value	0	2019-10-19T22:23:05.421Z
serverLoad-average	0	2019-10-19T22:23:05.421Z
serverLoad-value	0	2019-10-19T22:23:05.421Z
txTimeInQueue-average	0	2019-10-19T22:23:05.421Z
txInjected-average	0	2019-10-19T22:23:06.425Z
txInjected-total	0	2019-10-19T22:23:06.425Z
txApplied-average	0	2019-10-19T22:23:06.425Z
txApplied-total	0	2019-10-19T22:23:06.425Z
txRejected-average	0	2019-10-19T22:23:06.425Z
txRejected-total	0	2019-10-19T22:23:06.425Z
txExpired-average	0	2019-10-19T22:23:06.425Z
txExpired-total	0	2019-10-19T22:23:06.425Z
queueLength-average	0	2019-10-19T22:23:06.425Z
queueLength-value	0	2019-10-19T22:23:06.425Z
serverLoad-average	0	2019-10-19T22:23:06.425Z
serverLoad-value	0	2019-10-19T22:23:06.425Z
txTimeInQueue-average	0	2019-10-19T22:23:06.425Z
txInjected-average	0	2019-10-19T22:23:07.427Z
txInjected-total	0	2019-10-19T22:23:07.427Z
txApplied-average	0	2019-10-19T22:23:07.427Z
txApplied-total	0	2019-10-19T22:23:07.427Z
txRejected-average	0	2019-10-19T22:23:07.427Z
txRejected-total	0	2019-10-19T22:23:07.427Z
txExpired-average	0	2019-10-19T22:23:07.427Z
txExpired-total	0	2019-10-19T22:23:07.427Z
queueLength-average	0	2019-10-19T22:23:07.427Z
queueLength-value	0	2019-10-19T22:23:07.427Z
serverLoad-average	0	2019-10-19T22:23:07.427Z
serverLoad-value	0	2019-10-19T22:23:07.427Z
txTimeInQueue-average	0	2019-10-19T22:23:07.427Z
txInjected-average	0	2019-10-19T22:23:08.427Z
txInjected-total	0	2019-10-19T22:23:08.427Z
txApplied-average	0	2019-10-19T22:23:08.427Z
txApplied-total	0	2019-10-19T22:23:08.427Z
txRejected-average	0	2019-10-19T22:23:08.427Z
txRejected-total	0	2019-10-19T22:23:08.427Z
txExpired-average	0	2019-10-19T22:23:08.427Z
txExpired-total	0	2019-10-19T22:23:08.427Z
queueLength-average	0	2019-10-19T22:23:08.427Z
queueLength-value	0	2019-10-19T22:23:08.427Z
serverLoad-average	0	2019-10-19T22:23:08.427Z
serverLoad-value	0	2019-10-19T22:23:08.427Z
txTimeInQueue-average	0	2019-10-19T22:23:08.427Z
txInjected-average	0	2019-10-19T22:23:09.427Z
txInjected-total	0	2019-10-19T22:23:09.427Z
txApplied-average	0	2019-10-19T22:23:09.427Z
txApplied-total	0	2019-10-19T22:23:09.427Z
txRejected-average	0	2019-10-19T22:23:09.427Z
txRejected-total	0	2019-10-19T22:23:09.427Z
txExpired-average	0	2019-10-19T22:23:09.427Z
txExpired-total	0	2019-10-19T22:23:09.427Z
queueLength-average	0	2019-10-19T22:23:09.427Z
queueLength-value	0	2019-10-19T22:23:09.427Z
serverLoad-average	0	2019-10-19T22:23:09.427Z
serverLoad-value	0	2019-10-19T22:23:09.427Z
txTimeInQueue-average	0	2019-10-19T22:23:09.427Z
txInjected-average	0	2019-10-19T22:23:10.431Z
txInjected-total	0	2019-10-19T22:23:10.431Z
txApplied-average	0	2019-10-19T22:23:10.431Z
txApplied-total	0	2019-10-19T22:23:10.431Z
txRejected-average	0	2019-10-19T22:23:10.431Z
txRejected-total	0	2019-10-19T22:23:10.431Z
txExpired-average	0	2019-10-19T22:23:10.431Z
txExpired-total	0	2019-10-19T22:23:10.431Z
queueLength-average	0	2019-10-19T22:23:10.431Z
queueLength-value	0	2019-10-19T22:23:10.431Z
serverLoad-average	0	2019-10-19T22:23:10.431Z
serverLoad-value	0	2019-10-19T22:23:10.431Z
txTimeInQueue-average	0	2019-10-19T22:23:10.431Z
txInjected-average	0	2019-10-19T22:23:11.434Z
txInjected-total	0	2019-10-19T22:23:11.434Z
txApplied-average	0	2019-10-19T22:23:11.434Z
txApplied-total	0	2019-10-19T22:23:11.434Z
txRejected-average	0	2019-10-19T22:23:11.434Z
txRejected-total	0	2019-10-19T22:23:11.434Z
txExpired-average	0	2019-10-19T22:23:11.434Z
txExpired-total	0	2019-10-19T22:23:11.434Z
queueLength-average	0	2019-10-19T22:23:11.434Z
queueLength-value	0	2019-10-19T22:23:11.434Z
serverLoad-average	0	2019-10-19T22:23:11.434Z
serverLoad-value	0	2019-10-19T22:23:11.434Z
txTimeInQueue-average	0	2019-10-19T22:23:11.434Z
txInjected-average	0	2019-10-19T22:23:12.436Z
txInjected-total	0	2019-10-19T22:23:12.436Z
txApplied-average	0	2019-10-19T22:23:12.436Z
txApplied-total	0	2019-10-19T22:23:12.436Z
txRejected-average	0	2019-10-19T22:23:12.436Z
txRejected-total	0	2019-10-19T22:23:12.436Z
txExpired-average	0	2019-10-19T22:23:12.436Z
txExpired-total	0	2019-10-19T22:23:12.436Z
queueLength-average	0	2019-10-19T22:23:12.436Z
queueLength-value	0	2019-10-19T22:23:12.436Z
serverLoad-average	0	2019-10-19T22:23:12.436Z
serverLoad-value	0	2019-10-19T22:23:12.436Z
txTimeInQueue-average	0	2019-10-19T22:23:12.436Z
txInjected-average	0	2019-10-19T22:23:13.438Z
txInjected-total	0	2019-10-19T22:23:13.438Z
txApplied-average	0	2019-10-19T22:23:13.438Z
txApplied-total	0	2019-10-19T22:23:13.438Z
txRejected-average	0	2019-10-19T22:23:13.438Z
txRejected-total	0	2019-10-19T22:23:13.438Z
txExpired-average	0	2019-10-19T22:23:13.438Z
txExpired-total	0	2019-10-19T22:23:13.438Z
queueLength-average	0	2019-10-19T22:23:13.438Z
queueLength-value	0	2019-10-19T22:23:13.438Z
serverLoad-average	0	2019-10-19T22:23:13.438Z
serverLoad-value	0	2019-10-19T22:23:13.438Z
txTimeInQueue-average	0	2019-10-19T22:23:13.438Z
txInjected-average	0	2019-10-19T22:23:14.440Z
txInjected-total	0	2019-10-19T22:23:14.440Z
txApplied-average	0	2019-10-19T22:23:14.440Z
txApplied-total	0	2019-10-19T22:23:14.440Z
txRejected-average	0	2019-10-19T22:23:14.440Z
txRejected-total	0	2019-10-19T22:23:14.440Z
txExpired-average	0	2019-10-19T22:23:14.440Z
txExpired-total	0	2019-10-19T22:23:14.440Z
queueLength-average	0	2019-10-19T22:23:14.440Z
queueLength-value	0	2019-10-19T22:23:14.440Z
serverLoad-average	0	2019-10-19T22:23:14.440Z
serverLoad-value	0	2019-10-19T22:23:14.440Z
txTimeInQueue-average	0	2019-10-19T22:23:14.440Z
txInjected-average	0	2019-10-19T22:23:15.445Z
txInjected-total	0	2019-10-19T22:23:15.445Z
txApplied-average	0	2019-10-19T22:23:15.445Z
txApplied-total	0	2019-10-19T22:23:15.445Z
txRejected-average	0	2019-10-19T22:23:15.445Z
txRejected-total	0	2019-10-19T22:23:15.445Z
txExpired-average	0	2019-10-19T22:23:15.445Z
txExpired-total	0	2019-10-19T22:23:15.445Z
queueLength-average	0	2019-10-19T22:23:15.445Z
queueLength-value	0	2019-10-19T22:23:15.445Z
serverLoad-average	0	2019-10-19T22:23:15.445Z
serverLoad-value	0	2019-10-19T22:23:15.445Z
txTimeInQueue-average	0	2019-10-19T22:23:15.445Z
txInjected-average	0	2019-10-19T22:23:16.447Z
txInjected-total	0	2019-10-19T22:23:16.447Z
txApplied-average	0	2019-10-19T22:23:16.447Z
txApplied-total	0	2019-10-19T22:23:16.447Z
txRejected-average	0	2019-10-19T22:23:16.447Z
txRejected-total	0	2019-10-19T22:23:16.447Z
txExpired-average	0	2019-10-19T22:23:16.447Z
txExpired-total	0	2019-10-19T22:23:16.447Z
queueLength-average	0	2019-10-19T22:23:16.447Z
queueLength-value	0	2019-10-19T22:23:16.447Z
serverLoad-average	0	2019-10-19T22:23:16.447Z
serverLoad-value	0	2019-10-19T22:23:16.447Z
txTimeInQueue-average	0	2019-10-19T22:23:16.447Z
txInjected-average	0	2019-10-19T22:23:17.449Z
txInjected-total	0	2019-10-19T22:23:17.449Z
txApplied-average	0	2019-10-19T22:23:17.449Z
txApplied-total	0	2019-10-19T22:23:17.449Z
txRejected-average	0	2019-10-19T22:23:17.449Z
txRejected-total	0	2019-10-19T22:23:17.449Z
txExpired-average	0	2019-10-19T22:23:17.449Z
txExpired-total	0	2019-10-19T22:23:17.449Z
queueLength-average	0	2019-10-19T22:23:17.449Z
queueLength-value	0	2019-10-19T22:23:17.449Z
serverLoad-average	0	2019-10-19T22:23:17.449Z
serverLoad-value	0	2019-10-19T22:23:17.449Z
txTimeInQueue-average	0	2019-10-19T22:23:17.449Z
txInjected-average	0	2019-10-19T22:23:18.449Z
txInjected-total	0	2019-10-19T22:23:18.449Z
txApplied-average	0	2019-10-19T22:23:18.449Z
txApplied-total	0	2019-10-19T22:23:18.449Z
txRejected-average	0	2019-10-19T22:23:18.449Z
txRejected-total	0	2019-10-19T22:23:18.449Z
txExpired-average	0	2019-10-19T22:23:18.449Z
txExpired-total	0	2019-10-19T22:23:18.449Z
queueLength-average	0	2019-10-19T22:23:18.449Z
queueLength-value	0	2019-10-19T22:23:18.449Z
serverLoad-average	0	2019-10-19T22:23:18.449Z
serverLoad-value	0	2019-10-19T22:23:18.449Z
txTimeInQueue-average	0	2019-10-19T22:23:18.449Z
txInjected-average	0	2019-10-19T22:23:19.450Z
txInjected-total	0	2019-10-19T22:23:19.450Z
txApplied-average	0	2019-10-19T22:23:19.450Z
txApplied-total	0	2019-10-19T22:23:19.450Z
txRejected-average	0	2019-10-19T22:23:19.450Z
txRejected-total	0	2019-10-19T22:23:19.450Z
txExpired-average	0	2019-10-19T22:23:19.450Z
txExpired-total	0	2019-10-19T22:23:19.450Z
queueLength-average	0	2019-10-19T22:23:19.450Z
queueLength-value	0	2019-10-19T22:23:19.450Z
serverLoad-average	0	2019-10-19T22:23:19.450Z
serverLoad-value	0	2019-10-19T22:23:19.450Z
txTimeInQueue-average	0	2019-10-19T22:23:19.450Z
txInjected-average	0	2019-10-19T22:23:20.454Z
txInjected-total	0	2019-10-19T22:23:20.454Z
txApplied-average	0	2019-10-19T22:23:20.454Z
txApplied-total	0	2019-10-19T22:23:20.454Z
txRejected-average	0	2019-10-19T22:23:20.454Z
txRejected-total	0	2019-10-19T22:23:20.454Z
txExpired-average	0	2019-10-19T22:23:20.454Z
txExpired-total	0	2019-10-19T22:23:20.454Z
queueLength-average	0	2019-10-19T22:23:20.454Z
queueLength-value	0	2019-10-19T22:23:20.454Z
serverLoad-average	0	2019-10-19T22:23:20.454Z
serverLoad-value	0	2019-10-19T22:23:20.454Z
txTimeInQueue-average	0	2019-10-19T22:23:20.454Z
txInjected-average	0	2019-10-19T22:23:21.456Z
txInjected-total	0	2019-10-19T22:23:21.456Z
txApplied-average	0	2019-10-19T22:23:21.456Z
txApplied-total	0	2019-10-19T22:23:21.456Z
txRejected-average	0	2019-10-19T22:23:21.456Z
txRejected-total	0	2019-10-19T22:23:21.456Z
txExpired-average	0	2019-10-19T22:23:21.456Z
txExpired-total	0	2019-10-19T22:23:21.456Z
queueLength-average	0	2019-10-19T22:23:21.456Z
queueLength-value	0	2019-10-19T22:23:21.456Z
serverLoad-average	0	2019-10-19T22:23:21.456Z
serverLoad-value	0	2019-10-19T22:23:21.456Z
txTimeInQueue-average	0	2019-10-19T22:23:21.456Z
txInjected-average	0	2019-10-19T22:23:22.458Z
txInjected-total	0	2019-10-19T22:23:22.458Z
txApplied-average	0	2019-10-19T22:23:22.458Z
txApplied-total	0	2019-10-19T22:23:22.458Z
txRejected-average	0	2019-10-19T22:23:22.458Z
txRejected-total	0	2019-10-19T22:23:22.458Z
txExpired-average	0	2019-10-19T22:23:22.458Z
txExpired-total	0	2019-10-19T22:23:22.458Z
queueLength-average	0	2019-10-19T22:23:22.458Z
queueLength-value	0	2019-10-19T22:23:22.458Z
serverLoad-average	0	2019-10-19T22:23:22.458Z
serverLoad-value	0	2019-10-19T22:23:22.458Z
txTimeInQueue-average	0	2019-10-19T22:23:22.458Z
txInjected-average	0	2019-10-19T22:23:23.462Z
txInjected-total	0	2019-10-19T22:23:23.462Z
txApplied-average	0	2019-10-19T22:23:23.462Z
txApplied-total	0	2019-10-19T22:23:23.462Z
txRejected-average	0	2019-10-19T22:23:23.462Z
txRejected-total	0	2019-10-19T22:23:23.462Z
txExpired-average	0	2019-10-19T22:23:23.462Z
txExpired-total	0	2019-10-19T22:23:23.462Z
queueLength-average	0	2019-10-19T22:23:23.462Z
queueLength-value	0	2019-10-19T22:23:23.462Z
serverLoad-average	0	2019-10-19T22:23:23.462Z
serverLoad-value	0	2019-10-19T22:23:23.462Z
txTimeInQueue-average	0	2019-10-19T22:23:23.462Z
txInjected-average	0	2019-10-19T22:23:24.463Z
txInjected-total	0	2019-10-19T22:23:24.463Z
txApplied-average	0	2019-10-19T22:23:24.463Z
txApplied-total	0	2019-10-19T22:23:24.463Z
txRejected-average	0	2019-10-19T22:23:24.463Z
txRejected-total	0	2019-10-19T22:23:24.463Z
txExpired-average	0	2019-10-19T22:23:24.463Z
txExpired-total	0	2019-10-19T22:23:24.463Z
queueLength-average	0	2019-10-19T22:23:24.463Z
queueLength-value	0	2019-10-19T22:23:24.463Z
serverLoad-average	0	2019-10-19T22:23:24.463Z
serverLoad-value	0	2019-10-19T22:23:24.463Z
txTimeInQueue-average	0	2019-10-19T22:23:24.463Z
txInjected-average	0	2019-10-19T22:23:25.464Z
txInjected-total	0	2019-10-19T22:23:25.464Z
txApplied-average	0	2019-10-19T22:23:25.464Z
txApplied-total	0	2019-10-19T22:23:25.464Z
txRejected-average	0	2019-10-19T22:23:25.464Z
txRejected-total	0	2019-10-19T22:23:25.464Z
txExpired-average	0	2019-10-19T22:23:25.464Z
txExpired-total	0	2019-10-19T22:23:25.464Z
queueLength-average	0	2019-10-19T22:23:25.464Z
queueLength-value	0	2019-10-19T22:23:25.464Z
serverLoad-average	0	2019-10-19T22:23:25.464Z
serverLoad-value	0	2019-10-19T22:23:25.464Z
txTimeInQueue-average	0	2019-10-19T22:23:25.464Z
txInjected-average	0	2019-10-19T22:23:26.466Z
txInjected-total	0	2019-10-19T22:23:26.466Z
txApplied-average	0	2019-10-19T22:23:26.466Z
txApplied-total	0	2019-10-19T22:23:26.466Z
txRejected-average	0	2019-10-19T22:23:26.466Z
txRejected-total	0	2019-10-19T22:23:26.466Z
txExpired-average	0	2019-10-19T22:23:26.466Z
txExpired-total	0	2019-10-19T22:23:26.466Z
queueLength-average	0	2019-10-19T22:23:26.466Z
queueLength-value	0	2019-10-19T22:23:26.466Z
serverLoad-average	0	2019-10-19T22:23:26.466Z
serverLoad-value	0	2019-10-19T22:23:26.466Z
txTimeInQueue-average	0	2019-10-19T22:23:26.466Z
txInjected-average	0	2019-10-19T22:23:27.472Z
txInjected-total	0	2019-10-19T22:23:27.472Z
txApplied-average	0	2019-10-19T22:23:27.472Z
txApplied-total	0	2019-10-19T22:23:27.472Z
txRejected-average	0	2019-10-19T22:23:27.472Z
txRejected-total	0	2019-10-19T22:23:27.472Z
txExpired-average	0	2019-10-19T22:23:27.472Z
txExpired-total	0	2019-10-19T22:23:27.472Z
queueLength-average	0	2019-10-19T22:23:27.472Z
queueLength-value	0	2019-10-19T22:23:27.472Z
serverLoad-average	0	2019-10-19T22:23:27.472Z
serverLoad-value	0	2019-10-19T22:23:27.472Z
txTimeInQueue-average	0	2019-10-19T22:23:27.472Z
txInjected-average	0	2019-10-19T22:23:28.472Z
txInjected-total	0	2019-10-19T22:23:28.472Z
txApplied-average	0	2019-10-19T22:23:28.472Z
txApplied-total	0	2019-10-19T22:23:28.472Z
txRejected-average	0	2019-10-19T22:23:28.472Z
txRejected-total	0	2019-10-19T22:23:28.472Z
txExpired-average	0	2019-10-19T22:23:28.472Z
txExpired-total	0	2019-10-19T22:23:28.472Z
queueLength-average	0	2019-10-19T22:23:28.472Z
queueLength-value	0	2019-10-19T22:23:28.472Z
serverLoad-average	0	2019-10-19T22:23:28.472Z
serverLoad-value	0	2019-10-19T22:23:28.472Z
txTimeInQueue-average	0	2019-10-19T22:23:28.472Z
txInjected-average	0	2019-10-19T22:23:29.476Z
txInjected-total	0	2019-10-19T22:23:29.476Z
txApplied-average	0	2019-10-19T22:23:29.476Z
txApplied-total	0	2019-10-19T22:23:29.476Z
txRejected-average	0	2019-10-19T22:23:29.476Z
txRejected-total	0	2019-10-19T22:23:29.476Z
txExpired-average	0	2019-10-19T22:23:29.476Z
txExpired-total	0	2019-10-19T22:23:29.476Z
queueLength-average	0	2019-10-19T22:23:29.476Z
queueLength-value	0	2019-10-19T22:23:29.476Z
serverLoad-average	0	2019-10-19T22:23:29.476Z
serverLoad-value	0	2019-10-19T22:23:29.476Z
txTimeInQueue-average	0	2019-10-19T22:23:29.476Z
txInjected-average	0	2019-10-19T22:23:30.480Z
txInjected-total	0	2019-10-19T22:23:30.480Z
txApplied-average	0	2019-10-19T22:23:30.480Z
txApplied-total	0	2019-10-19T22:23:30.480Z
txRejected-average	0	2019-10-19T22:23:30.480Z
txRejected-total	0	2019-10-19T22:23:30.480Z
txExpired-average	0	2019-10-19T22:23:30.480Z
txExpired-total	0	2019-10-19T22:23:30.480Z
queueLength-average	0	2019-10-19T22:23:30.480Z
queueLength-value	0	2019-10-19T22:23:30.480Z
serverLoad-average	0	2019-10-19T22:23:30.480Z
serverLoad-value	0	2019-10-19T22:23:30.480Z
txTimeInQueue-average	0	2019-10-19T22:23:30.480Z
txInjected-average	0	2019-10-19T22:23:31.481Z
txInjected-total	0	2019-10-19T22:23:31.481Z
txApplied-average	0	2019-10-19T22:23:31.481Z
txApplied-total	0	2019-10-19T22:23:31.481Z
txRejected-average	0	2019-10-19T22:23:31.481Z
txRejected-total	0	2019-10-19T22:23:31.481Z
txExpired-average	0	2019-10-19T22:23:31.481Z
txExpired-total	0	2019-10-19T22:23:31.481Z
queueLength-average	0	2019-10-19T22:23:31.481Z
queueLength-value	0	2019-10-19T22:23:31.481Z
serverLoad-average	0	2019-10-19T22:23:31.481Z
serverLoad-value	0	2019-10-19T22:23:31.481Z
txTimeInQueue-average	0	2019-10-19T22:23:31.481Z
txInjected-average	0	2019-10-19T22:23:32.482Z
txInjected-total	0	2019-10-19T22:23:32.482Z
txApplied-average	0	2019-10-19T22:23:32.482Z
txApplied-total	0	2019-10-19T22:23:32.482Z
txRejected-average	0	2019-10-19T22:23:32.482Z
txRejected-total	0	2019-10-19T22:23:32.482Z
txExpired-average	0	2019-10-19T22:23:32.482Z
txExpired-total	0	2019-10-19T22:23:32.482Z
queueLength-average	0	2019-10-19T22:23:32.482Z
queueLength-value	0	2019-10-19T22:23:32.482Z
serverLoad-average	0	2019-10-19T22:23:32.482Z
serverLoad-value	0	2019-10-19T22:23:32.482Z
txTimeInQueue-average	0	2019-10-19T22:23:32.482Z
txInjected-average	0	2019-10-19T22:23:33.484Z
txInjected-total	0	2019-10-19T22:23:33.484Z
txApplied-average	0	2019-10-19T22:23:33.484Z
txApplied-total	0	2019-10-19T22:23:33.484Z
txRejected-average	0	2019-10-19T22:23:33.484Z
txRejected-total	0	2019-10-19T22:23:33.484Z
txExpired-average	0	2019-10-19T22:23:33.484Z
txExpired-total	0	2019-10-19T22:23:33.484Z
queueLength-average	0	2019-10-19T22:23:33.484Z
queueLength-value	0	2019-10-19T22:23:33.484Z
serverLoad-average	0	2019-10-19T22:23:33.484Z
serverLoad-value	0	2019-10-19T22:23:33.484Z
txTimeInQueue-average	0	2019-10-19T22:23:33.484Z
txInjected-average	0	2019-10-19T22:23:34.485Z
txInjected-total	0	2019-10-19T22:23:34.485Z
txApplied-average	0	2019-10-19T22:23:34.485Z
txApplied-total	0	2019-10-19T22:23:34.485Z
txRejected-average	0	2019-10-19T22:23:34.485Z
txRejected-total	0	2019-10-19T22:23:34.485Z
txExpired-average	0	2019-10-19T22:23:34.485Z
txExpired-total	0	2019-10-19T22:23:34.485Z
queueLength-average	0	2019-10-19T22:23:34.485Z
queueLength-value	0	2019-10-19T22:23:34.485Z
serverLoad-average	0	2019-10-19T22:23:34.485Z
serverLoad-value	0	2019-10-19T22:23:34.485Z
txTimeInQueue-average	0	2019-10-19T22:23:34.485Z
txInjected-average	0	2019-10-19T22:23:35.488Z
txInjected-total	0	2019-10-19T22:23:35.488Z
